Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2012,65634,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.105,3.5,11.091849133347846,1.252762968495368,Volkswagen
Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63,1198.0,67.06,5.0,4.37,2.5,8.699514748210191,0.9162907318741551,Datsun
Honda Brio S MT,Kolkata,2013,33280,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.15,2.39,10.412711894935144,0.8712933659434193,Honda
Mercedes-Benz B Class B180,Delhi,2013,29000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,78.76,11.25,10.275051108968611,2.4203681286504293,Mercedes-Benz
Honda City i DTEC V,Kochi,2015,42831,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.15,7.11,10.66501741845733,1.9615022438151495,Honda
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,23.25,10.9,11.407564949312402,2.388762789235098,Toyota
Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,20.4,1197.0,81.8,5.0,7.87,6.2,10.08601742096504,1.824549292051046,Maruti
Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,7.9,10.397939862184174,2.066862759472976,Mahindra
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.2,4.42,11.90427812595702,1.4861396960896067,Ford
Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,13.0,2982.0,168.5,7.0,23.25,13.5,11.788775311915373,2.6026896854443837,Toyota
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,11.105,6.25,11.082142548877775,1.8325814637483102,Volkswagen
Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,11.2,2.1,11.099271922956497,0.7419373447293773,Ford
BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,58.67,45.0,10.621327345686446,3.8066624897703196,BMW
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,78.76,33.66,10.066881099444563,3.51631018876266,Mercedes-Benz
Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,11.15,3.65,10.714417768752456,1.2947271675944,Honda
Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,2.75,11.002099841204238,1.0116009116784799,Hyundai
Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,78.76,42.5,10.701310014034204,3.7495040759303713,Mercedes-Benz
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.39,6.5,6.907755278982137,1.8718021769015913,Hyundai
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,55.61,19.0,11.042921835724492,2.9444389791664403,Audi
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,11.105,4.45,9.95227771670556,1.4929040961781488,Volkswagen
Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6,1998.0,112.0,5.0,42.12,23.0,9.050758302151717,3.1354942159291497,Mini
Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.74,8.35,10.275051108968611,2.122261538862764,Hyundai
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,22.95,10.596634733096073,3.133317936506554,Audi
Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44,936.0,57.6,5.0,11.105,1.5,11.385092093460344,0.4054651081081644,Chevrolet
Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,31.365000000000002,6.89,10.888128282631826,1.9300710850255671,Skoda
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,11.2,1.45,12.283033686666302,0.371563556432483,Ford
BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,69.47,33.5,10.839580911706463,3.5115454388310208,BMW
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9,1598.0,102.5,5.0,11.105,1.25,11.682668239557323,0.22314355131420976,Chevrolet
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.105,4.2,11.05089000537367,1.4350845252893227,Volkswagen
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98,1461.0,108.5,8.0,4.93,6.75,10.126631103850338,1.9095425048844386,Renault
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,78.76,32.0,10.528944584126123,3.4657359027997265,Mercedes-Benz
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.78,7.5,10.117509629400777,2.0149030205422647,Maruti
Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9.74,4.6,11.03488966402723,1.5260563034950492,Hyundai
Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81,1086.0,68.05,5.0,9.74,4.04,10.865516176084137,1.3962446919730587,Hyundai
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4,1997.0,120.0,7.0,11.145,10.31,10.946217083956563,2.333114298028869,Mahindra
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,120.0,55.76,10.493798805759472,4.0210567664522685,Land Rover
Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.2,2.6,11.695247021764184,0.9555114450274363,Ford
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,12.74,8.5,10.404262840448617,2.1400661634962708,Maruti
Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0,1497.0,98.6,5.0,11.15,2.95,11.002199836204571,1.0818051703517284,Honda
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,3.5,10.858998997563564,1.252762968495368,Honda
Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,3.55,10.682147070420287,1.2669476034873244,Hyundai
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,3.25,10.819778284410283,1.1786549963416462,Honda
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,31.365000000000002,4.5,11.635143097694478,1.5040773967762742,Skoda
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.93,5.35,11.407564949312402,1.6770965609079151,Renault
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,10.52,6.5,10.275051108968611,1.8718021769015913,Mahindra
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.98,9.0,9.903487552536127,2.1972245773362196,Maruti
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,6.0,11.018825845119824,1.791759469228055,Hyundai
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,31.365000000000002,2.75,11.378925391103238,1.0116009116784799,Skoda
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,7.63,1.5,11.16336798880036,0.4054651081081644,Tata
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,55.61,19.9,11.068246443685663,2.990719731730447,Audi
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,31.365000000000002,10.0,11.238488619268468,2.302585092994046,Skoda
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,23.25,3.0,11.55214617812351,1.0986122886681098,Toyota
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1,1197.0,74.0,5.0,7.87,2.11,10.645448706505872,0.7466879474879751,Maruti
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,78.76,11.96,10.525272986610377,2.481567748522486,Mercedes-Benz
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,8.54,3.25,10.714417768752456,1.1786549963416462,Honda
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,9.74,4.75,11.677057592563973,1.55814461804655,Hyundai
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,4.93,5.95,10.308952660644293,1.7833912195575383,Renault
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,9.74,8.15,10.205701030833819,2.0980179272527715,Hyundai
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,7.87,4.22,9.047821442478408,1.4398351280479205,Maruti
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,78.76,10.5,10.325481962595504,2.3513752571634776,Mercedes-Benz
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,55.61,45.0,10.933106969717286,3.8066624897703196,Audi
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,9.74,2.9,10.691944912900398,1.0647107369924282,Hyundai
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,31.365000000000002,8.9,9.259130536145614,2.186051276738094,Skoda
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,33.58,26.0,10.165851817003619,3.258096538021482,Skoda
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,9.74,8.22,10.133249156151914,2.1065702090680887,Hyundai
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,11.15,3.5,11.06663836234181,1.252762968495368,Honda
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,7.87,1.25,11.018629143155449,0.22314355131420976,Maruti
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,9.12,3.7,11.580584113444043,1.308332819650179,Mahindra
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,78.76,39.41,10.280587479087396,3.6740195912069122,Mercedes-Benz
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.29,2.65,10.373491181781864,0.9745596399981308,Maruti
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,9.51,8.92,10.740150490648064,2.188295946591918,Nissan
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8,1248.0,74.0,5.0,7.87,4.1,10.757902880692196,1.410986973710262,Maruti
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,44.28,35.67,10.17835030752565,3.5743099993708003,Mini
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.0,11.2,3.6,11.162459775080668,1.2809338454620642,Ford
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,7.63,0.85,12.206072645530174,-0.16251892949777494,Tata
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,11.105,3.32,11.015558860888394,1.199964782928397,Chevrolet
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.105,3.6,10.714417768752456,1.2809338454620642,Volkswagen
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.87,6.8,11.06663836234181,1.916922612182061,Maruti
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,11.2,2.5,10.628230294685824,0.9162907318741551,Ford
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.74,19.64,9.558529412264617,2.97756830292632,Toyota
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,9.74,7.0,11.112447898373103,1.9459101490553132,Hyundai
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.74,3.87,10.391208302587023,1.3532545070416904,Honda
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,6.27,9.613135251528469,1.8357763546448294,Hyundai
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,78.76,18.12,10.932749763069445,2.8970163006148333,Mercedes-Benz
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,11.105,2.65,11.211820372186306,0.9745596399981308,Chevrolet
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.74,7.2,10.948118727337723,1.9740810260220096,Hyundai
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,23.25,14.3,11.706631966630747,2.6602595372658615,Toyota
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.87,6.9,10.858998997563564,1.9315214116032138,Maruti
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,23.25,10.75,11.678439903447801,2.3749057545736716,Toyota
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086.0,82.0,5.0,9.74,0.95,11.184421397998193,-0.05129329438755058,Hyundai
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,11.15,8.09,10.43161267338018,2.0906287310704004,Honda
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,58.67,18.5,11.314498916192855,2.917770732084279,BMW
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.74,4.75,10.404262840448617,1.55814461804655,Hyundai
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.87,8.45,10.4341158035983,2.134166441369082,Maruti
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,31.365000000000002,3.5,10.915088464214607,1.252762968495368,Skoda
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,9.74,1.8,11.986285953653564,0.5877866649021191,Hyundai
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,11.105,3.7,11.002099841204238,1.308332819650179,Volkswagen
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,11.15,7.17,10.811241953387997,1.969905654611529,Honda
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,9.74,1.75,11.326595886778735,0.5596157879354227,Hyundai
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,9.74,21.99,10.846342315535834,3.09058780456667,Hyundai
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,25.52,18.65,10.668955394675699,2.9258461460898246,Toyota
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,7.87,1.85,10.46310334047155,0.6151856390902335,Maruti
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,7.87,5.95,10.23537787965223,1.7833912195575383,Maruti
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,3.75,9.711963784977375,1.3217558399823195,Hyundai
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.87,3.75,11.695247021764184,1.3217558399823195,Maruti
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,14.07,2.6,11.872521139419938,0.9555114450274363,Hyundai
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0,1086.0,82.0,5.0,9.74,1.75,11.502875129116727,0.5596157879354227,Hyundai
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,9.74,2.8,10.858998997563564,1.0296194171811581,Hyundai
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,95.13,61.29,10.302901053215857,4.11561669749764,Mercedes-Benz
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,78.76,18.0,10.950806546816688,2.8903717578961645,Mercedes-Benz
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,7.87,4.35,11.390757830996021,1.4701758451005926,Maruti
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.74,13.75,10.239959789157341,2.6210388241125804,Hyundai
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,7.87,2.0,11.112447898373103,0.6931471805599453,Maruti
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,4.93,10.0,10.165851817003619,2.302585092994046,Renault
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,8.955,1.65,11.695247021764184,0.5007752879124892,Fiat
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,58.67,45.77,10.858652783792339,3.8236288546655506,BMW
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,9.74,3.25,10.491274217438248,1.1786549963416462,Hyundai
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,23.25,12.8,10.757902880692196,2.5494451709255714,Toyota
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,7.87,0.55,11.002099841204238,-0.5978370007556204,Maruti
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.87,7.15,10.342548610072807,1.9671123567059163,Maruti
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,11.145,7.0,11.56171562913966,1.9459101490553132,Mahindra
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.34,3.75,11.710956315469362,1.3217558399823195,Tata
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,11.2,8.5,10.029899914890565,2.1400661634962708,Ford
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.87,4.35,11.198214720130528,1.4701758451005926,Maruti
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,7.87,3.26,10.380559889496727,1.1817271953786161,Maruti
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11.15,4.21,10.915088464214607,1.43746264769429,Honda
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,55.61,70.36,9.331406899955626,4.253624919869357,Audi
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,31.365000000000002,2.95,10.778956289890028,1.0818051703517284,Skoda
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,9.74,4.28,10.902426824720171,1.4539530095937054,Hyundai
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,11.15,3.57,11.270114777180543,1.2725655957915476,Honda
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,9.74,3.11,10.736396675471232,1.1346227261911428,Hyundai
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,9.74,5.96,10.71555046034839,1.7850704810772584,Hyundai
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11.105,4.7,11.141861783579396,1.547562508716013,Volkswagen
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15,6.9,10.799575577092764,1.9315214116032138,Honda
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.34,5.25,10.714417768752456,1.6582280766035324,Tata
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,58.67,28.0,11.06663836234181,3.332204510175204,BMW
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,7.87,1.35,11.002099841204238,0.30010459245033816,Maruti
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.85,4.85,11.037756518412273,1.5789787049493917,Honda
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,11.105,6.7,10.968301732454014,1.9021075263969205,Volkswagen
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,3.1,11.211820372186306,1.1314021114911006,Hyundai
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,78.76,18.64,11.26152389003502,2.925309809257445,Mercedes-Benz
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,2.8,10.720510282751615,1.0296194171811581,Hyundai
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,25.4,20.25,10.778956289890028,3.0081547935525483,Toyota
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,26.78,10.362556616729083,3.2876553402630266,Audi
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,23.25,8.26,11.59910316121128,2.1114245875328868,Toyota
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11.105,3.89,10.372803445345365,1.358409157630355,Volkswagen
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,7.87,2.1,11.156250521031495,0.7419373447293773,Maruti
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,16.67,12.69,9.615805480084347,2.540814281726296,Honda
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,7.63,2.58,10.987628974775781,0.9477893989335261,Tata
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,20.77,11.030460514973196,3.033509637888021,Audi
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,78.76,20.26,10.778956289890028,3.0086484988205373,Mercedes-Benz
Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,82.0,5.0,9.74,1.5,10.968198289528557,0.4054651081081644,Hyundai
